Probe_ID,median
cg16457259,0.914
cg16457307,0.918
cg16463229,0.493
cg16466334,0.951
cg16477091,0.149
cg16477774,0.188
cg16479633,0.615
cg16492377,0.082
cg16494477,0.099
cg16511229,0.028
cg16511841,0.1
cg16511983,0.566
cg16514113,0.453
cg16520312,0.157
cg16523380,0.053
cg16523653,0.014
cg16540789,0.662
cg16543027,0.121
cg16547529,0.58
cg16555466,0.548
cg16558846,0.69
cg16562257,0.898
cg16569347,0.945
cg16569937,0.668
cg16572224,0.812
cg16578883,0.773
cg16579101,0.08
cg16584662,0.853
cg16587518,0.962
cg16591681,0.8
cg16593899,0.523
cg16596957,0.678
cg16599143,0.791
cg16604975,0.905
cg16608498,0.483
cg16612562,0.523
cg16618104,0.203
cg16618789,0.78
cg16624069,0.865
cg16633951,0.192
cg16636110,0.62
cg16639637,0.056
cg16643261,0.977
cg16643422,0.92
cg16648841,0.84
cg16649728,0.829
cg16653408,0.737
cg16665506,0.963
cg16671360,0.879
cg16675381,0.08
cg16678564,0.887
cg16679650,0.098
cg16686396,0.733
cg16696270,0.072
cg16699148,0.478
cg16699385,0.629
cg16700924,0.051
cg16701167,0.94
cg16703882,0.038
cg16704703,0.547
cg16708495,0.932
cg16708895,0.589
cg16713727,0.918
cg16717122,0.236
cg16718891,0.089
cg16728114,0.112
cg16730484,0.921
cg16730765,0.968
cg16743289,0.54
cg16744531,0.306
cg16744741,0.431
cg16751098,0.072
cg16759221,0.92
cg16762979,0.934
cg16795804,0.233
cg16799805,0.942
cg16800165,0.097
cg16801102,0.868
cg16801797,0.354
cg16810279,0.086
cg16816226,0.056
cg16821867,0.962
cg16824126,0.609
cg16824319,0.726
cg16832267,0.036
cg16832801,0.912
cg16844661,0.79
cg16845257,0.918
cg16847637,0.965
cg16852756,0.896
cg16854606,0.678
cg16861031,0.281
cg16861209,0.854
cg16865965,0.134
cg16867657,0.599
cg16886403,0.87
cg16886581,0.073
cg16887334,0.89
cg16888547,0.927
cg16895261,0.327
cg16899442,0.227
cg16909962,0.024
cg16911349,0.197
cg16928551,0.903
cg16931969,0.596
cg16933388,0.182
cg16936289,0.43
cg16949914,0.178
cg16978914,0.096
cg16982073,0.926
cg16983159,0.072
cg16983588,0.528
cg16983817,0.018
cg16984944,0.214
cg16987524,0.273
cg16993579,0.022
cg17009433,0.071
cg17025841,0.923
cg17037282,0.112
cg17038116,0.04
cg17040471,0.281
cg17044529,0.947
cg17053538,0.938
cg17054674,0.028
cg17058475,0.097
cg17063929,0.208
cg17076780,0.983
cg17076890,0.224
cg17086398,0.317
cg17088155,0.025
cg17092956,0.404
cg17096289,0.657
cg17099569,0.87
cg17100770,0.959
cg17105886,0.025
cg17106222,0.021
cg17109725,0.532
cg17110586,0.294
cg17113968,0.291
cg17116694,0.96
cg17117277,0.023
cg17117459,0.075
cg17129388,0.791
cg17131579,0.1
cg17133183,0.089
cg17133388,0.116
cg17133967,0.021
cg17152757,0.128
cg17163168,0.197
cg17168836,0.338
cg17173187,0.218
cg17176619,0.34
cg17177219,0.032
cg17179314,0.557
cg17179570,0.963
cg17183905,0.234
cg17191567,0.776
cg17194270,0.513
cg17207815,0.064
cg17215151,0.927
cg17215446,0.883
cg17217665,0.226
cg17220237,0.826
cg17230535,0.857
cg17243289,0.153
cg17254383,0.834
cg17255214,0.081
cg17255947,0.057
cg17262492,0.911
cg17263013,0.85
cg17266282,0.21
cg17272642,0.317
cg17274064,0.234
cg17279125,0.987
cg17279458,0.535
cg17285325,0.031
cg17286012,0.778
cg17287155,0.906
cg17293936,0.1
cg17298973,0.063
cg17304222,0.04
cg17310258,0.596
cg17310773,0.03
cg17319774,0.075
cg17321954,0.165
cg17324128,0.204
cg17327990,0.109
cg17334018,0.022
cg17334389,0.935
cg17334937,0.867
cg17338403,0.181
cg17338821,0.665
cg17339147,0.152
cg17339521,0.09
cg17341113,0.975
cg17344932,0.976
cg17359265,0.583
cg17369527,0.096
cg17371081,0.132
cg17372941,0.256
cg17373751,0.129
cg17381377,0.103
cg17382302,0.708
cg17389077,0.433
cg17389504,0.117
cg17390562,0.23
cg17392866,0.226
cg17402294,0.196
cg17408380,0.888
cg17408647,0.047
cg17411994,0.824
cg17412886,0.061
cg17414101,0.044
cg17414580,0.016
cg17421623,0.337
cg17425144,0.314
cg17430167,0.154
cg17431739,0.333
cg17435266,0.033
cg17436666,0.401
cg17440248,0.833
cg17459635,0.721
cg17462200,0.086
cg17465920,0.108
cg17471102,0.603
cg17472796,0.845
cg17474524,0.163
cg17477445,0.03
cg17479898,0.942
cg17491146,0.454
cg17494199,0.534
cg17497271,0.144
cg17498296,0.02
cg17499941,0.399
cg17500754,0.102
cg17501210,0.772
cg17506588,0.801
cg17511128,0.925
cg17514226,0.061
cg17516572,0.685
cg17521665,0.51
cg17523253,0.939
cg17526103,0.114
cg17526300,0.056
cg17527798,0.171
cg17533522,0.327
cg17535595,0.018
cg17536848,0.063
cg17543884,0.373
cg17545662,0.939
cg17560136,0.829
cg17561365,0.906
cg17567560,0.019
cg17576288,0.025
cg17576375,0.628
cg17587327,0.087
cg17588800,0.308
cg17589341,0.504
cg17591574,0.935
cg17592231,0.484
cg17598574,0.647
cg17598713,0.046
cg17605084,0.046
cg17607231,0.226
cg17616646,0.198
cg17621438,0.359
cg17627559,0.128
cg17636541,0.045
cg17639894,0.019
cg17640485,0.539
cg17641104,0.058
cg17646721,0.923
cg17655614,0.348
cg17658733,0.026
cg17664577,0.118
cg17667648,0.913
cg17672850,0.439
cg17676631,0.306
cg17681698,0.945
cg17686885,0.161
cg17693222,0.917
cg17701035,0.883
cg17708016,0.027
cg17719473,0.963
cg17726022,0.036
cg17729667,0.155
cg17733447,0.374
cg17737388,0.475
cg17744279,0.903
cg17745234,0.718
cg17747265,0.35
cg17749443,0.146
cg17758363,0.492
cg17768691,0.499
cg17769442,0.126
cg17770886,0.131
cg17774395,0.879
cg17782713,0.911
cg17782974,0.41
cg17791651,0.544
cg17802949,0.186
cg17803430,0.947
cg17814814,0.726
cg17816908,0.066
cg17822955,0.625
cg17832704,0.669
cg17833066,0.108
cg17834136,0.913
cg17837526,0.095
cg17841545,0.904
cg17848389,0.924
cg17850642,0.726
cg17852385,0.413
cg17853587,0.103
cg17861230,0.197
cg17863912,0.117
cg17870909,0.79
cg17877566,0.235
cg17879376,0.603
cg17880593,0.868
cg17882660,0.157
cg17885226,0.276
cg17886420,0.732
cg17887478,0.874
cg17894318,0.267
cg17896249,0.048
cg17901584,0.531
cg17903544,0.025
cg17910899,0.738
cg17923358,0.145
cg17929687,0.03
cg17940013,0.186
cg17940740,0.517
cg17951878,0.279
cg17953385,0.253
cg17956485,0.939
cg17957186,0.065
cg17960516,0.084
cg17966192,0.199
cg17968037,0.76
cg17968880,0.936
cg17981101,0.941
cg17996830,0.832
cg18001427,0.093
cg18003791,0.098
cg18003795,0.938
cg18016826,0.065
cg18023065,0.495
cg18031008,0.049
cg18034295,0.796
cg18044113,0.845
cg18045859,0.017
cg18050997,0.877
cg18055007,0.106
cg18059933,0.512
cg18064071,0.941
cg18064468,0.3
cg18064714,0.244
cg18070470,0.184
cg18071071,0.115
cg18077971,0.059
cg18087520,0.85
cg18097224,0.021
cg18097532,0.099
cg18098839,0.138
cg18104870,0.893
cg18116154,0.019
cg18116267,0.973
cg18117393,0.951
cg18125510,0.203
cg18125865,0.017
cg18137414,0.911
cg18139769,0.552
cg18148156,0.814
cg18149207,0.8
cg18154457,0.932
cg18155633,0.018
cg18159533,0.98
cg18161890,0.439
cg18180155,0.194
cg18180783,0.957
cg18181703,0.497
cg18182399,0.123
cg18183774,0.927
cg18196295,0.632
cg18217136,0.73
cg18222590,0.73
cg18234973,0.962
cg18236739,0.037
cg18240463,0.179
cg18241647,0.925
cg18244483,0.239
cg18245230,0.736
cg18247055,0.071
cg18247172,0.834
cg18257485,0.511
cg18267374,0.121
cg18267943,0.075
cg18278247,0.066
cg18279094,0.108
cg18281842,0.707
cg18282455,0.136
cg18282791,0.1
cg18297349,0.729
cg18297745,0.896
cg18303397,0.629
cg18304704,0.217
cg18310639,0.51
cg18320111,0.917
cg18320379,0.074
cg18321051,0.244
cg18327056,0.218
cg18328334,0.51
cg18328933,0.706
cg18329931,0.255
cg18331061,0.959
cg18335931,0.274
cg18343474,0.147
cg18344745,0.547
cg18345924,0.643
cg18346576,0.753
cg18349138,0.054
cg18350458,0.048
cg18365211,0.816
cg18369866,0.112
cg18373855,0.656
cg18374181,0.109
cg18376497,0.307
cg18376817,0.95
cg18380312,0.076
cg18384097,0.091
cg18385671,0.945
cg18388639,0.039
cg18392482,0.766
cg18394552,0.715
cg18401778,0.855
cg18403569,0.975
cg18405719,0.534
cg18415686,0.498
cg18419358,0.507
cg18424634,0.019
cg18425651,0.959
cg18427787,0.098
cg18427905,0.398
cg18431640,0.161
cg18438944,0.031
cg18440048,0.189
cg18442362,0.279
cg18448426,0.89
cg18449021,0.232
cg18449120,0.4
cg18450254,0.357
cg18457597,0.217
cg18468088,0.099
cg18468844,0.862
cg18473521,0.542
cg18476633,0.097
cg18477009,0.246
cg18480946,0.89
cg18493677,0.954
cg18497052,0.546
cg18498593,0.133
cg18501647,0.687
cg18504218,0.045
cg18514820,0.026
cg18515886,0.068
cg18529845,0.037
cg18537454,0.749
cg18538662,0.02
cg18540328,0.297
cg18544564,0.724
cg18549036,0.04
cg18552861,0.025
cg18559348,0.153
cg18569704,0.02
cg18573383,0.101
cg18581929,0.741
cg18582260,0.174
cg18584747,0.041
cg18584803,0.96
cg18585107,0.907
cg18587364,0.083
cg18589016,0.048
cg18593194,0.505
cg18604199,0.16
cg18607491,0.026
cg18611122,0.192
cg18618230,0.636
cg18625610,0.581
cg18626035,0.818
cg18626323,0.939
cg18633600,0.233
cg18634665,0.047
cg18638383,0.048
cg18638931,0.69
cg18639233,0.022
cg18644286,0.94
cg18651900,0.045
cg18653195,0.493
cg18660898,0.146
cg18664965,0.869
cg18668382,0.116
cg18674980,0.141
cg18675610,0.516
cg18691434,0.201
cg18693704,0.156
cg18696495,0.754
cg18713028,0.181
cg18717447,0.149
cg18718469,0.941
cg18718984,0.941
cg18732541,0.056
cg18735810,0.108
cg18737081,0.682
cg18738190,0.624
cg18742814,0.141
cg18750833,0.735
cg18768612,0.865
cg18769120,0.666
cg18770216,0.457
cg18771300,0.556
cg18775149,0.859
cg18783781,0.904
cg18785679,0.823
cg18793806,0.637
cg18794577,0.034
cg18797590,0.714
cg18809151,0.036
cg18809289,0.159
cg18811731,0.417
cg18815343,0.068
cg18825119,0.848
cg18826274,0.628
cg18826352,0.963
cg18833928,0.558
cg18836174,0.722
cg18853287,0.946
cg18856296,0.726
cg18875012,0.09
cg18879389,0.918
cg18881501,0.299
cg18886347,0.405
cg18892128,0.031
cg18894440,0.26
cg18898125,0.062
cg18917643,0.849
cg18920423,0.017
cg18931760,0.903
cg18933331,0.552
cg18939666,0.558
cg18940274,0.937
cg18951537,0.951
cg18954925,0.919
cg18956095,0.097
cg18958126,0.117
cg18978606,0.765
cg18981758,0.937
cg18983672,0.943
cg18984151,0.277
cg18995788,0.924
cg18996776,0.052
cg18997875,0.058
cg19002763,0.721
cg19003183,0.888
cg19008597,0.409
cg19008809,0.054
cg19009417,0.856
cg19012696,0.933
cg19013753,0.559
cg19015086,0.484
cg19020694,0.037
cg19021188,0.789
cg19028160,0.059
cg19028706,0.457
cg19031565,0.214
cg19033875,0.056
cg19034084,0.933
cg19039841,0.779
cg19040266,0.802
cg19042459,0.142
cg19043574,0.183
cg19044674,0.092
cg19046959,0.096
cg19054524,0.032
cg19056004,0.594
cg19061798,0.854
cg19065106,0.782
cg19065831,0.046
cg19066391,0.853
cg19076659,0.776
cg19080320,0.959
cg19083497,0.221
cg19083871,0.017
cg19091930,0.942
cg19104072,0.08
cg19110434,0.056
cg19115882,0.775
cg19117365,0.023
cg19120897,0.322
cg19142026,0.409
cg19148440,0.023
cg19149785,0.687
cg19162496,0.722
cg19166302,0.097
cg19167673,0.132
cg19174059,0.906
cg19180624,0.037
cg19184878,0.06
cg19196221,0.738
cg19196326,0.863
cg19197212,0.14
cg19203457,0.712
cg19205909,0.149
cg19211382,0.903
cg19220282,0.342
cg19222480,0.061
cg19226100,0.939
cg19230755,0.171
cg19233405,0.149
cg19235339,0.03
cg19240396,0.04
cg19242851,0.204
cg19247475,0.566
cg19247841,0.06
cg19248564,0.444
cg19253577,0.668
cg19261426,0.639
cg19266329,0.672
cg19269039,0.352
cg19273182,0.088
cg19283196,0.177
cg19283806,0.287
cg19285688,0.058
cg19287114,0.048
cg19297232,0.795
cg19305227,0.946
cg19306368,0.155
cg19308132,0.157
cg19308769,0.675
cg19324714,0.023
cg19327213,0.505
cg19328485,0.903
cg19328649,0.322
cg19343530,0.077
cg19345165,0.014
cg19346193,0.922
cg19346645,0.052
cg19356189,0.379
cg19367540,0.028
cg19371795,0.394
cg19378133,0.243
cg19378416,0.249
cg19381811,0.297
cg19384289,0.036
cg19389001,0.018
cg19393314,0.876
cg19395684,0.861
cg19398783,0.049
cg19399220,0.265
cg19401340,0.028
cg19413366,0.642
cg19414383,0.471
cg19416570,0.433
cg19420968,0.935
cg19422687,0.811
cg19430473,0.861
cg19437258,0.042
cg19439331,0.059
cg19445684,0.896
cg19451698,0.109
cg19452535,0.027
cg19459791,0.817
cg19462210,0.852
cg19471466,0.102
cg19475108,0.934
cg19478743,0.08
cg19490598,0.945
cg19491388,0.939
cg19497517,0.311
cg19501902,0.765
cg19505546,0.136
cg19506311,0.801
cg19510038,0.031
cg19510604,0.957
cg19511338,0.629
cg19514469,0.77
cg19514613,0.196
cg19514928,0.11
cg19537511,0.663
cg19539664,0.958
cg19542816,0.048
cg19552640,0.685
cg19556572,0.899
cg19560210,0.949
cg19566405,0.189
cg19569684,0.873
cg19570154,0.423
cg19570545,0.043
cg19572487,0.632
cg19573166,0.435
cg19575753,0.946
cg19575837,0.178
cg19583819,0.169
cg19586576,0.151
cg19596273,0.101
cg19601991,0.012
cg19615059,0.194
cg19617213,0.022
cg19630374,0.846
cg19632206,0.108
cg19636519,0.449
cg19647685,0.952
cg19651128,0.025
cg19662687,0.262
cg19662922,0.196
cg19663246,0.667
cg19663795,0.08
cg19685066,0.882
cg19685479,0.11
cg19686152,0.677
cg19691410,0.874
cg19692192,0.846
cg19692710,0.915
cg19693031,0.809
cg19694465,0.834
cg19697725,0.413
cg19699893,0.983
cg19702785,0.204
cg19704902,0.849
cg19706682,0.16
cg19711579,0.101
cg19712603,0.043
cg19716643,0.169
cg19717326,0.855
cg19719391,0.594
cg19722847,0.181
cg19724470,0.275
cg19726840,0.069
cg19729930,0.41
cg19731055,0.373
cg19731122,0.521
cg19733534,0.392
cg19735514,0.691
cg19743820,0.124
cg19761014,0.077
cg19761273,0.288
cg19761848,0.084
cg19764489,0.902
cg19766591,0.9
cg19774627,0.762
cg19776272,0.146
cg19777853,0.89
cg19778944,0.017
cg19782411,0.914
cg19783150,0.943
cg19789753,0.101
cg19795482,0.06
cg19801062,0.088
cg19802138,0.333
cg19802390,0.503
cg19807317,0.873
cg19812283,0.735
cg19825410,0.556
cg19830657,0.194
cg19853760,0.57
cg19857407,0.918
cg19859270,0.949
cg19859445,0.946
cg19866195,0.183
cg19883905,0.129
cg19900821,0.312
cg19904425,0.891
cg19925653,0.089
cg19935065,0.573
cg19942083,0.309
cg19945840,0.473
cg19953038,0.977
cg19954205,0.113
cg19955173,0.918
cg19955500,0.084
cg19959917,0.627
cg19965810,0.2
cg19974854,0.104
cg19987111,0.961
cg19993589,0.106
cg19999829,0.047
cg20007130,0.015
cg20010135,0.745
cg20014049,0.02
cg20014988,0.585
cg20039814,0.398
cg20050761,0.509
cg20052760,0.288
cg20059012,0.224
cg20063906,0.14
cg20066677,0.958
cg20074021,0.051
cg20090497,0.944
cg20097440,0.059
cg20100381,0.098
cg20102280,0.553
cg20102877,0.937
cg20110742,0.914
cg20116199,0.125
cg20120351,0.909
cg20124188,0.298
cg20140333,0.163
cg20141652,0.331
cg20142018,0.614
cg20147046,0.835
cg20149168,0.72
cg20150163,0.016
cg20155447,0.929
cg20162159,0.057
cg20169823,0.159
cg20171297,0.557
cg20172563,0.817
cg20173259,0.076
cg20185454,0.124
cg20185615,0.847
cg20198242,0.365
cg20203395,0.127
cg20224218,0.297
cg20234170,0.077
cg20235117,0.891
cg20240347,0.61
cg20240860,0.27
cg20245361,0.935
cg20245568,0.889
cg20246707,0.962
cg20248954,0.021
cg20250651,0.939
cg20250935,0.699
cg20262330,0.547
cg20264732,0.338
cg20271057,0.706
cg20276402,0.806
cg20283670,0.182
cg20294304,0.047
cg20295671,0.015
cg20300260,0.176
cg20305610,0.053
cg20308511,0.24
cg20320656,0.794
cg20321251,0.846
cg20322193,0.414
cg20324262,0.282
cg20326410,0.892
cg20327105,0.171
cg20343114,0.674
cg20352798,0.066
cg20353653,0.853
cg20356878,0.501
cg20359042,0.971
cg20361594,0.975
cg20363891,0.236
cg20364660,0.071
cg20366832,0.688
cg20368283,0.273
cg20373081,0.537
cg20375093,0.816
cg20375342,0.094
cg20377114,0.117
cg20393324,0.02
cg20397034,0.066
cg20401567,0.397
cg20404336,0.28
cg20405584,0.032
cg20420249,0.866
cg20426994,0.069
cg20429250,0.043
cg20433455,0.89
cg20433521,0.256
cg20433952,0.514
cg20448001,0.873
cg20451986,0.462
cg20454518,0.404
cg20456258,0.445
cg20459712,0.62
cg20462449,0.957
cg20468415,0.829
cg20468787,0.885
cg20471783,0.311
cg20481287,0.735
cg20482143,0.518
cg20485144,0.292
cg20492933,0.071
cg20492951,0.077
cg20494635,0.657
cg20495179,0.974
cg20507228,0.533
cg20515136,0.395
cg20516262,0.19
cg20524216,0.054
cg20525917,0.51
cg20532887,0.85
cg20539752,0.021
cg20540209,0.023
cg20550050,0.962
cg20550118,0.14
cg20557017,0.21
cg20569940,0.936
cg20570279,0.243
cg20572838,0.07
cg20576153,0.124
cg20576510,0.964
cg20583430,0.037
cg20583945,0.307
cg20585530,0.058
cg20585830,0.84
cg20592391,0.202
cg20594982,0.796
cg20598560,0.018
cg20603637,0.014
cg20623702,0.843
cg20626645,0.025
cg20627572,0.902
cg20630655,0.398
cg20631820,0.893
cg20640432,0.033
cg20641794,0.77
cg20642413,0.225
cg20651988,0.053
cg20651995,0.692
cg20652640,0.077
cg20654468,0.121
cg20656525,0.406
cg20660989,0.706
cg20665157,0.587
cg20666917,0.498
cg20668177,0.533
cg20669012,0.31
cg20671920,0.299
cg20674577,0.255
cg20686207,0.196
cg20692569,0.45
cg20697204,0.834
cg20701183,0.527
cg20704028,0.936
cg20704560,0.392
cg20708173,0.241
cg20711218,0.195
cg20713174,0.497
cg20720059,0.027
cg20720686,0.543
cg20729813,0.431
cg20742385,0.781
cg20744163,0.74
cg20746830,0.909
cg20747455,0.841
cg20747577,0.142
cg20755989,0.936
cg20756600,0.959
cg20761322,0.127
cg20773033,0.808
cg20775810,0.952
cg20775840,0.117
cg20780880,0.41
cg20790367,0.633
cg20795863,0.959
cg20797905,0.422
cg20800892,0.936
cg20801751,0.953
cg20802392,0.669
cg20811236,0.481
cg20816447,0.359
cg20818778,0.183
cg20822990,0.361
cg20828084,0.916
cg20847090,0.925
cg20856545,0.737
cg20861237,0.92
cg20885815,0.839
cg20891481,0.067
cg20891558,0.336
cg20891917,0.89
cg20893838,0.381
cg20897936,0.307
cg20901044,0.04
cg20908204,0.305
cg20912205,0.268
cg20914508,0.156
cg20915897,0.959
cg20918218,0.695
cg20918537,0.833
cg20923047,0.06
cg20925482,0.054
cg20926035,0.054
cg20933634,0.063
cg20941739,0.952
cg20947775,0.068
cg20951650,0.951
cg20957370,0.822
cg20957523,0.816
cg20959174,0.027
cg20959920,0.938
cg20960181,0.912
cg20964423,0.228
cg20967028,0.943
cg20974196,0.367
cg20978460,0.959
cg20981127,0.193
cg20988565,0.627
cg20991421,0.273
cg20999813,0.047
cg21001198,0.021
cg21004924,0.96
cg21006686,0.701
cg21010435,0.99
cg21036336,0.111
cg21052677,0.843
cg21052766,0.463
cg21053529,0.172
cg21058506,0.034
cg21064451,0.637
cg21072934,0.097
cg21075829,0.317
cg21079030,0.81
cg21080294,0.242
cg21081971,0.557
cg21088119,0.647
cg21091547,0.753
cg21091766,0.734
cg21093005,0.934
cg21096399,0.204
cg21099326,0.047
cg21108553,0.965
cg21112391,0.82
cg21112954,0.901
cg21116457,0.732
cg21117668,0.031
cg21120063,0.821
cg21120249,0.672
cg21121119,0.601
cg21123203,0.09
cg21136371,0.374
cg21137706,0.044
cg21139312,0.918
cg21139935,0.847
cg21144340,0.908
cg21144928,0.425
cg21154793,0.29
cg21159778,0.046
cg21160290,0.705
cg21161126,0.773
cg21184495,0.169
cg21184711,0.624
cg21186299,0.015
cg21187194,0.698
cg21188242,0.951
cg21200703,0.358
cg21201109,0.783
cg21205978,0.161
cg21207418,0.851
cg21207665,0.102
cg21208062,0.935
cg21211367,0.115
cg21211748,0.078
cg21218687,0.918
cg21220286,0.043
cg21227060,0.933
cg21234538,0.905
cg21236593,0.679
cg21237313,0.036
cg21238284,0.638
cg21241477,0.292
cg21243944,0.527
cg21248554,0.585
cg21249152,0.315
cg21250433,0.623
cg21251926,0.972
cg21251970,0.59
cg21253043,0.782
cg21254939,0.219
cg21264189,0.03
cg21269843,0.136
cg21272576,0.953
cg21274570,0.924
cg21280384,0.048
cg21288889,0.572
cg21293242,0.147
cg21296230,0.188
cg21305265,0.042
cg21320768,0.129
cg21322248,0.086
cg21323720,0.38
cg21328810,0.136
cg21329085,0.082
cg21333674,0.497
cg21345826,0.842
cg21348173,0.877
cg21356710,0.545
cg21357291,0.225
cg21363706,0.925
cg21368094,0.922
cg21370143,0.886
cg21370522,0.174
cg21378206,0.946
cg21393163,0.135
cg21395782,0.068
cg21412053,0.83
cg21415227,0.335
cg21415385,0.669
cg21415450,0.64
cg21415530,0.128
cg21426003,0.035
cg21429551,0.48
cg21436456,0.08
cg21448423,0.629
cg21459583,0.662
cg21460081,0.044
cg21461082,0.582
cg21461308,0.943
cg21462914,0.977
cg21462934,0.693
cg21467614,0.137
cg21467697,0.951
cg21479132,0.06
cg21492308,0.952
cg21496419,0.465
cg21500300,0.645
cg21500966,0.067
cg21515349,0.152
cg21515406,0.946
cg21517947,0.026
cg21527708,0.777
cg21563471,0.462
cg21566642,0.479
cg21567504,0.102
cg21571060,0.785
cg21572722,0.428
cg21574681,0.954
cg21574853,0.787
cg21577472,0.018
cg21578330,0.356
cg21579274,0.109
cg21581504,0.723
cg21584251,0.584
cg21602257,0.441
cg21614211,0.76
cg21631428,0.705
cg21635854,0.04
cg21639287,0.263
cg21642251,0.856
cg21644387,0.732
cg21649005,0.946
cg21649013,0.35
cg21649520,0.928
cg21656205,0.367
cg21656736,0.954
cg21658515,0.95
cg21664443,0.863
cg21672276,0.114
cg21672550,0.83
cg21674704,0.202
cg21684021,0.211
cg21689228,0.339
cg21692450,0.269
cg21697134,0.221
cg21709322,0.31
cg21710255,0.773
cg21712685,0.06
cg21727276,0.943
cg21736089,0.981
cg21737698,0.255
cg21743182,0.924
cg21747310,0.832
cg21748751,0.298
cg21759268,0.278
cg21761813,0.949
cg21761922,0.943
cg21762589,0.667
cg21770393,0.059
cg21777188,0.284
cg21782813,0.882
cg21789941,0.43
cg21791657,0.958
cg21793437,0.367
cg21796167,0.131
cg21801165,0.507
cg21801378,0.044
cg21807240,0.065
cg21809447,0.161
cg21815258,0.962
cg21816539,0.117
cg21826815,0.015
cg21833476,0.048
cg21835643,0.208
cg21838488,0.199
cg21839331,0.933
cg21843627,0.935
cg21851534,0.092
cg21854228,0.889
cg21859781,0.028
cg21860825,0.809
cg21863110,0.4
cg21863334,0.823
cg21865150,0.091
cg21867345,0.199
cg21870884,0.305
cg21874213,0.642
cg21878650,0.327
cg21879240,0.954
cg21883754,0.026
cg21886042,0.862
cg21899500,0.596
cg21899558,0.92
cg21904251,0.909
cg21907579,0.145
cg21911021,0.197
cg21913681,0.032
cg21923770,0.813
cg21924273,0.018
cg21926612,0.223
cg21926804,0.803
cg21940708,0.95
cg21944491,0.02
cg21946299,0.067
cg21946667,0.852
cg21949781,0.083
cg21950518,0.108
cg21953025,0.11
cg21960184,0.939
cg21962450,0.054
cg21967909,0.955
cg21992250,0.251
cg21992507,0.916
cg21993406,0.586
cg21997766,0.921
cg22006386,0.048
cg22007809,0.662
cg22012583,0.543
cg22013564,0.123
cg22016779,0.242
cg22017213,0.092
cg22021934,0.919
cg22022379,0.272
cg22025854,0.244
cg22027946,0.909
cg22030032,0.127
cg22039458,0.098
cg22040809,0.49
cg22047262,0.947
cg22052143,0.251
cg22061831,0.024
cg22073802,0.09
cg22079161,0.08
cg22082347,0.04
cg22090064,0.96
cg22090592,0.648
cg22103003,0.743
cg22112832,0.398
cg22120714,0.092
cg22122862,0.34
cg22131013,0.93
cg22152407,0.016
cg22155039,0.542
cg22156456,0.238
cg22156842,0.287
cg22157525,0.985
cg22158415,0.035
cg22158769,0.022
cg22158854,0.936
cg22160472,0.47
cg22162281,0.084
cg22163406,0.908
cg22171829,0.393
cg22179082,0.116
cg22185977,0.561
cg22189725,0.061
cg22190114,0.943
cg22190438,0.043
cg22194129,0.762
cg22197050,0.172
cg22197830,0.743
cg22199041,0.121
cg22202381,0.87
cg22213242,0.836
cg22213821,0.03
cg22215631,0.5
cg22217449,0.755
cg22225219,0.913
cg22235600,0.927
cg22239201,0.168
cg22240472,0.044
cg22242614,0.919
cg22249566,0.092
cg22264409,0.828
cg22271663,0.355
cg22274395,0.019
cg22277154,0.447
cg22277972,0.081
cg22277994,0.145
cg22281505,0.064
cg22282410,0.126
cg22282672,0.27
cg22283925,0.268
cg22284745,0.934
cg22285878,0.028
cg22289837,0.36
cg22296808,0.846
cg22309949,0.949
cg22320999,0.97
cg22322818,0.945
cg22326328,0.862
cg22328256,0.484
cg22344793,0.017
cg22348356,0.855
cg22352234,0.567
cg22355889,0.074
cg22358580,0.285
cg22359606,0.084
cg22360016,0.417
cg22363327,0.368
cg22372849,0.611
cg22378065,0.567
cg22378853,0.721
cg22395019,0.097
cg22396353,0.015
cg22407458,0.031
cg22425568,0.943
cg22428147,0.126
cg22432269,0.044
cg22441310,0.086
cg22442168,0.203
cg22444610,0.063
cg22449114,0.386
cg22452230,0.499
cg22454769,0.483
cg22455450,0.099
cg22473095,0.047
cg22484793,0.788
cg22495124,0.959
cg22507023,0.226
cg22508957,0.131
cg22510139,0.521
cg22510362,0.863
cg22511262,0.117
cg22512531,0.831
cg22512670,0.65
cg22517995,0.157
cg22518157,0.309
cg22519313,0.893
cg22530232,0.782
cg22531668,0.161
cg22538557,0.064
cg22548220,0.704
cg22568540,0.906
cg22580353,0.449
cg22580512,0.828
cg22582569,0.05
cg22594309,0.027
cg22600043,0.149
cg22603247,0.016
cg22613010,0.099
cg22616007,0.962
cg22620356,0.843
cg22622425,0.921
cg22630755,0.015
cg22633390,0.32
cg22637507,0.067
cg22637538,0.054
cg22637941,0.974
cg22639561,0.073
cg22647018,0.913
cg22650271,0.759
cg22652782,0.093
cg22653976,0.038
cg22657457,0.808
cg22659049,0.875
cg22660341,0.965
cg22660904,0.563
cg22661556,0.026
cg22661893,0.068
cg22663545,0.029
cg22679120,0.73
cg22681495,0.904
cg22682373,0.182
cg22685966,0.086
cg22686892,0.125
cg22695707,0.889
cg22697325,0.785
cg22698998,0.953
cg22704788,0.864
cg22706610,0.127
cg22708738,0.08
cg22708914,0.169
cg22711218,0.961
cg22714094,0.052
cg22714290,0.983
cg22714777,0.154
cg22720431,0.554
cg22733207,0.917
cg22733687,0.107
cg22736354,0.266
cg22737282,0.11
cg22744079,0.64
cg22761482,0.98
cg22763718,0.031
